"","Trait","AccessionName","AccessionNumber","variable","value"
"538","LeafVertLength","LA0526","Y17","rep1",NA
"539","LeafHorizWidth","LA0526","Y17","rep1",NA
"540","LeafElongationFactor","LA0526","Y17","rep1",NA
"541","DG","LA0528","Y18","rep1",4
"542","DL4","LA0528","Y18","rep1",12
"543","DH","LA0528","Y18","rep1",11
"544","LN","LA0528","Y18","rep1",0.666666667
"545","RL","LA0528","Y18","rep1",0.450643777
"546","SL","LA0528","Y18","rep1",0.428571429
"547","ST","LA0528","Y18","rep1",0.4
"548","RFM","LA0528","Y18","rep1",0.268291174
"549","SFM","LA0528","Y18","rep1",NA
"550","TFM","LA0528","Y18","rep1",0.224408789
"551","RDM","LA0528","Y18","rep1",0.457931034
"552","SDM","LA0528","Y18","rep1",0.366221833
"553","TDM","LA0528","Y18","rep1",0.353694008
"554","WC","LA0528","Y18","rep1",0.216509685
"555","WCn","LA0528","Y18","rep1",-2.295059586
"556","GPI","LA0528","Y18","rep1",1.262031
"557","GPF","LA0528","Y18","rep1",0.256925885
"558","dGP","LA0528","Y18","rep1",0.161801159
"559","L4FM","LA0528","Y18","rep1",0.218045533
"560","L4DM","LA0528","Y18","rep1",0.269620253
"561","L4A","LA0528","Y18","rep1",0.23425984
"562","RNa","LA0528","Y18","rep1",18.99563176
"563","RK","LA0528","Y18","rep1",1.360185415
"564","LNa","LA0528","Y18","rep1",NA
"565","LK","LA0528","Y18","rep1",0.685918787
"566","LeafSucculence","LA0528","Y18","rep1",0.909440327
"567","LeafPerimeter","LA0528","Y18","rep1",0.29337387
"568","LeafVertLength","LA0528","Y18","rep1",0.4
"569","LeafHorizWidth","LA0528","Y18","rep1",0.507458757
"570","LeafElongationFactor","LA0528","Y18","rep1",1.268714012
"571","DG","LA0528B","Y19","rep1",3
"572","DL4","LA0528B","Y19","rep1",NA
"573","DH","LA0528B","Y19","rep1",11
"574","LN","LA0528B","Y19","rep1",0.666666667
"575","RL","LA0528B","Y19","rep1",-0.073170732
"576","SL","LA0528B","Y19","rep1",0.225806452
"577","ST","LA0528B","Y19","rep1",0.413793103
"578","RFM","LA0528B","Y19","rep1",0.143117726
"579","SFM","LA0528B","Y19","rep1",0.195889373
"580","TFM","LA0528B","Y19","rep1",0.18501252
"581","RDM","LA0528B","Y19","rep1",NA
"582","SDM","LA0528B","Y19","rep1",NA
"583","TDM","LA0528B","Y19","rep1",NA
"584","WC","LA0528B","Y19","rep1",0.184233056
"585","WCn","LA0528B","Y19","rep1",0.337319131
"586","GPI","LA0528B","Y19","rep1",1.058884885
"587","GPF","LA0528B","Y19","rep1",0.39524392
"588","dGP","LA0528B","Y19","rep1",0.31925984
"589","L4FM","LA0528B","Y19","rep1",0.186724615
"590","L4DM","LA0528B","Y19","rep1",0.16526815
"591","L4A","LA0528B","Y19","rep1",0.242239849
"592","RNa","LA0528B","Y19","rep1",10.85796547
"593","RK","LA0528B","Y19","rep1",0.631329406
"594","LNa","LA0528B","Y19","rep1",15.35869561
"595","LK","LA0528B","Y19","rep1",0.492403986
"596","LeafSucculence","LA0528B","Y19","rep1",0.781582793
"597","LeafPerimeter","LA0528B","Y19","rep1",0.333596582
"598","LeafVertLength","LA0528B","Y19","rep1",0.375179071
"599","LeafHorizWidth","LA0528B","Y19","rep1",0.484135378
"600","LeafElongationFactor","LA0528B","Y19","rep1",1.290404962
"601","DG","LA0529","Y20","rep1",3
"602","DL4","LA0529","Y20","rep1",11
"603","DH","LA0529","Y20","rep1",11
"604","LN","LA0529","Y20","rep1",0.333333333
"605","RL","LA0529","Y20","rep1",0.246575342
"606","SL","LA0529","Y20","rep1",0.357142857
"607","ST","LA0529","Y20","rep1",0.153508772
"608","RFM","LA0529","Y20","rep1",0.092317387
"609","SFM","LA0529","Y20","rep1",0.047197609
"610","TFM","LA0529","Y20","rep1",0.054820651
"611","RDM","LA0529","Y20","rep1",0.344862665
"612","SDM","LA0529","Y20","rep1",0.134254485
"613","TDM","LA0529","Y20","rep1",0.194236631
"614","WC","LA0529","Y20","rep1",0.045281767
"615","WCn","LA0529","Y20","rep1",25.24395636
"616","GPI","LA0529","Y20","rep1",0.967885225
"617","GPF","LA0529","Y20","rep1",0.063600141
"618","dGP","LA0529","Y20","rep1",-0.043152176
"619","L4FM","LA0529","Y20","rep1",0.078057359
"620","L4DM","LA0529","Y20","rep1",NA
"621","L4A","LA0529","Y20","rep1",NA
"622","RNa","LA0529","Y20","rep1",26.8880318
"623","RK","LA0529","Y20","rep1",1.42076035
"624","LNa","LA0529","Y20","rep1",NA
"625","LK","LA0529","Y20","rep1",1.148498268
"626","LeafSucculence","LA0529","Y20","rep1",NA
"627","LeafPerimeter","LA0529","Y20","rep1",NA
"628","LeafVertLength","LA0529","Y20","rep1",NA
"629","LeafHorizWidth","LA0529","Y20","rep1",NA
"630","LeafElongationFactor","LA0529","Y20","rep1",NA
"631","DG","LA0530","Y21","rep1",4
"632","DL4","LA0530","Y21","rep1",13
"633","DH","LA0530","Y21","rep1",12
"634","LN","LA0530","Y21","rep1",0.666666667
"635","RL","LA0530","Y21","rep1",-0.11627907
"636","SL","LA0530","Y21","rep1",0.833333333
"637","ST","LA0530","Y21","rep1",0.212669683
"638","RFM","LA0530","Y21","rep1",0.13345116
"639","SFM","LA0530","Y21","rep1",0.256202682
"640","TFM","LA0530","Y21","rep1",0.233328695
"641","RDM","LA0530","Y21","rep1",0.257067719
"642","SDM","LA0530","Y21","rep1",0.372696343
"643","TDM","LA0530","Y21","rep1",0.312993348
"644","WC","LA0530","Y21","rep1",0.228932234
"645","WCn","LA0530","Y21","rep1",-0.101420623
"646","GPI","LA0530","Y21","rep1",1.238372672
"647","GPF","LA0530","Y21","rep1",0.329790186
"648","dGP","LA0530","Y21","rep1",0.254247972
"649","L4FM","LA0530","Y21","rep1",0.17056481
"650","L4DM","LA0530","Y21","rep1",0.188518519
"651","L4A","LA0530","Y21","rep1",0.182612679
"652","RNa","LA0530","Y21","rep1",22.67239332
"653","RK","LA0530","Y21","rep1",1.061664875
"654","LNa","LA0530","Y21","rep1",28.38657814
"655","LK","LA0530","Y21","rep1",0.265036334
"656","LeafSucculence","LA0530","Y21","rep1",0.925970744
"657","LeafPerimeter","LA0530","Y21","rep1",0.225987394
"658","LeafVertLength","LA0530","Y21","rep1",0.357949872
"659","LeafHorizWidth","LA0530","Y21","rep1",0.426466774
"660","LeafElongationFactor","LA0530","Y21","rep1",1.191388546
"661","DG","LA0531","Y22","rep1",3
"662","DL4","LA0531","Y22","rep1",12
"663","DH","LA0531","Y22","rep1",11
"664","LN","LA0531","Y22","rep1",1
"665","RL","LA0531","Y22","rep1",0.079268293
"666","SL","LA0531","Y22","rep1",0.5
"667","ST","LA0531","Y22","rep1",0.222727273
"668","RFM","LA0531","Y22","rep1",0.069089718
"669","SFM","LA0531","Y22","rep1",0.117050476
"670","TFM","LA0531","Y22","rep1",0.106000464
"671","RDM","LA0531","Y22","rep1",0.119783198
"672","SDM","LA0531","Y22","rep1",0.193177923
"673","TDM","LA0531","Y22","rep1",0.171186965
"674","WC","LA0531","Y22","rep1",0.102113477
"675","WCn","LA0531","Y22","rep1",-3.620168436
"676","GPI","LA0531","Y22","rep1",0.901067479
"677","GPF","LA0531","Y22","rep1",0.130674482
"678","dGP","LA0531","Y22","rep1",0.062000654
"679","L4FM","LA0531","Y22","rep1",0.161573788
"680","L4DM","LA0531","Y22","rep1",0.154608523
"681","L4A","LA0531","Y22","rep1",0.18319017
"682","RNa","LA0531","Y22","rep1",7.341432203
"683","RK","LA0531","Y22","rep1",0.921471084
"684","LNa","LA0531","Y22","rep1",NA
"685","LK","LA0531","Y22","rep1",0.565364565
"686","LeafSucculence","LA0531","Y22","rep1",0.885719943
"687","LeafPerimeter","LA0531","Y22","rep1",0.222799467
"688","LeafVertLength","LA0531","Y22","rep1",0.362812885
"689","LeafHorizWidth","LA0531","Y22","rep1",0.403612538
"690","LeafElongationFactor","LA0531","Y22","rep1",1.112462006
"691","DG","LA0532","Y23","rep1",3
"692","DL4","LA0532","Y23","rep1",NA
"693","DH","LA0532","Y23","rep1",11
"694","LN","LA0532","Y23","rep1",0.666666667
"695","RL","LA0532","Y23","rep1",-0.138888889
"696","SL","LA0532","Y23","rep1",0.371428571
"697","ST","LA0532","Y23","rep1",0.342105263
"698","RFM","LA0532","Y23","rep1",0.148675412
"699","SFM","LA0532","Y23","rep1",0.20581988
"700","TFM","LA0532","Y23","rep1",0.195060104
"701","RDM","LA0532","Y23","rep1",0.294590252
"702","SDM","LA0532","Y23","rep1",0.274306491
"703","TDM","LA0532","Y23","rep1",0.267072111
"704","WC","LA0532","Y23","rep1",0.191230421
"705","WCn","LA0532","Y23","rep1",-0.36838948
"706","GPI","LA0532","Y23","rep1",1.082722902
"707","GPF","LA0532","Y23","rep1",0.47643959
"708","dGP","LA0532","Y23","rep1",0.403392477
"709","L4FM","LA0532","Y23","rep1",0.18250796
"710","L4DM","LA0532","Y23","rep1",0.219666216
"711","L4A","LA0532","Y23","rep1",0.205296748
"712","RNa","LA0532","Y23","rep1",9.316182475
"713","RK","LA0532","Y23","rep1",1.159423099
"714","LNa","LA0532","Y23","rep1",13.05544106
"715","LK","LA0532","Y23","rep1",0.387124251
"716","LeafSucculence","LA0532","Y23","rep1",0.874299947
"717","LeafPerimeter","LA0532","Y23","rep1",0.1861125
"718","LeafVertLength","LA0532","Y23","rep1",0.363637992
"719","LeafHorizWidth","LA0532","Y23","rep1",0.479534476
"720","LeafElongationFactor","LA0532","Y23","rep1",1.318740399
"721","DG","LA0746","Y24","rep1",3
"722","DL4","LA0746","Y24","rep1",12
"723","DH","LA0746","Y24","rep1",11
"724","LN","LA0746","Y24","rep1",0.666666667
"725","RL","LA0746","Y24","rep1",-0.465116279
"726","SL","LA0746","Y24","rep1",NA
"727","ST","LA0746","Y24","rep1",0.320987654
"728","RFM","LA0746","Y24","rep1",0.035961518
"729","SFM","LA0746","Y24","rep1",0.141112561
"730","TFM","LA0746","Y24","rep1",0.120641634
"731","RDM","LA0746","Y24","rep1",0.124219292
"732","SDM","LA0746","Y24","rep1",0.241010539
"733","TDM","LA0746","Y24","rep1",0.204840614
"734","WC","LA0746","Y24","rep1",0.114280192
"735","WCn","LA0746","Y24","rep1",6.976489143
"736","GPI","LA0746","Y24","rep1",1.148069026
"737","GPF","LA0746","Y24","rep1",0.330011855
"738","dGP","LA0746","Y24","rep1",NA
"739","L4FM","LA0746","Y24","rep1",0.197399668
"740","L4DM","LA0746","Y24","rep1",0.15323646
"741","L4A","LA0746","Y24","rep1",0.27452944
"742","RNa","LA0746","Y24","rep1",14.2995775
"743","RK","LA0746","Y24","rep1",1.23560888
"744","LNa","LA0746","Y24","rep1",18.55579903
"745","LK","LA0746","Y24","rep1",0.825305857
"746","LeafSucculence","LA0746","Y24","rep1",0.744116517
"747","LeafPerimeter","LA0746","Y24","rep1",0.301157134
"748","LeafVertLength","LA0746","Y24","rep1",0.404392379
"749","LeafHorizWidth","LA0746","Y24","rep1",0.553896927
"750","LeafElongationFactor","LA0746","Y24","rep1",1.369740828
"751","DG","LA0747","Y25","rep1",5
"752","DL4","LA0747","Y25","rep1",14
"753","DH","LA0747","Y25","rep1",11
"754","LN","LA0747","Y25","rep1",0.666666667
"755","RL","LA0747","Y25","rep1",-0.036036036
"756","SL","LA0747","Y25","rep1",0.470588235
"757","ST","LA0747","Y25","rep1",0.623529412
"758","RFM","LA0747","Y25","rep1",0.416726813
"759","SFM","LA0747","Y25","rep1",0.413583681
"760","TFM","LA0747","Y25","rep1",0.413876604
"761","RDM","LA0747","Y25","rep1",0.789565217
"762","SDM","LA0747","Y25","rep1",0.484955061
"763","TDM","LA0747","Y25","rep1",0.484982838
"764","WC","LA0747","Y25","rep1",0.409435243
"765","WCn","LA0747","Y25","rep1",-1.420302677
"766","GPI","LA0747","Y25","rep1",0.908785091
"767","GPF","LA0747","Y25","rep1",0.630664562
"768","dGP","LA0747","Y25","rep1",0.581969876
"769","L4FM","LA0747","Y25","rep1",0.226959518
"770","L4DM","LA0747","Y25","rep1",0.350269438
"771","L4A","LA0747","Y25","rep1",0.305794143
"772","RNa","LA0747","Y25","rep1",24.44424013
"773","RK","LA0747","Y25","rep1",1.340490588
"774","LNa","LA0747","Y25","rep1",29.46991339
"775","LK","LA0747","Y25","rep1",0.82147278
"776","LeafSucculence","LA0747","Y25","rep1",0.700733043
"777","LeafPerimeter","LA0747","Y25","rep1",0.293874803
"778","LeafVertLength","LA0747","Y25","rep1",0.432614365
"779","LeafHorizWidth","LA0747","Y25","rep1",0.570759034
"780","LeafElongationFactor","LA0747","Y25","rep1",1.319516408
"781","DG","LA0748","Y26","rep1",3
"782","DL4","LA0748","Y26","rep1",12
"783","DH","LA0748","Y26","rep1",11
"784","LN","LA0748","Y26","rep1",0.666666667
"785","RL","LA0748","Y26","rep1",0.394230769
"786","SL","LA0748","Y26","rep1",0.9
"787","ST","LA0748","Y26","rep1",0.574162679
"788","RFM","LA0748","Y26","rep1",0.140070811
"789","SFM","LA0748","Y26","rep1",NA
"790","TFM","LA0748","Y26","rep1",0.252394753
"791","RDM","LA0748","Y26","rep1",0.287090559
"792","SDM","LA0748","Y26","rep1",0.303182828
"793","TDM","LA0748","Y26","rep1",0.292124625
"794","WC","LA0748","Y26","rep1",0.249980682
"795","WCn","LA0748","Y26","rep1",0.167894733
"796","GPI","LA0748","Y26","rep1",1.244308417
"797","GPF","LA0748","Y26","rep1",0.545608334
"798","dGP","LA0748","Y26","rep1",0.453318147
"799","L4FM","LA0748","Y26","rep1",NA
"800","L4DM","LA0748","Y26","rep1",NA
"801","L4A","LA0748","Y26","rep1",NA
"802","RNa","LA0748","Y26","rep1",NA
"803","RK","LA0748","Y26","rep1",0.880231229
"804","LNa","LA0748","Y26","rep1",20.49062152
"805","LK","LA0748","Y26","rep1",0.358040028
"806","LeafSucculence","LA0748","Y26","rep1",0.804277426
"807","LeafPerimeter","LA0748","Y26","rep1",NA
"808","LeafVertLength","LA0748","Y26","rep1",NA
"809","LeafHorizWidth","LA0748","Y26","rep1",0.653385801
"810","LeafElongationFactor","LA0748","Y26","rep1",1.472269263
"811","DG","LA0749","Y27","rep1",3
"812","DL4","LA0749","Y27","rep1",12
"813","DH","LA0749","Y27","rep1",11
"814","LN","LA0749","Y27","rep1",NA
"815","RL","LA0749","Y27","rep1",0.217391304
"816","SL","LA0749","Y27","rep1",0.25
"817","ST","LA0749","Y27","rep1",0.140939597
"818","RFM","LA0749","Y27","rep1",0.081925295
"819","SFM","LA0749","Y27","rep1",0.052765469
"820","TFM","LA0749","Y27","rep1",0.058291448
"821","RDM","LA0749","Y27","rep1",0.142726441
"822","SDM","LA0749","Y27","rep1",0.164350847
"823","TDM","LA0749","Y27","rep1",0.156629873
"824","WC","LA0749","Y27","rep1",0.051116322
"825","WCn","LA0749","Y27","rep1",-5.751036173
"826","GPI","LA0749","Y27","rep1",1.043211926
"827","GPF","LA0749","Y27","rep1",0.152439363
"828","dGP","LA0749","Y27","rep1",0.001509351
"829","L4FM","LA0749","Y27","rep1",0.114189576
"830","L4DM","LA0749","Y27","rep1",0.14266118
"831","L4A","LA0749","Y27","rep1",NA
"832","RNa","LA0749","Y27","rep1",23.74796595
"833","RK","LA0749","Y27","rep1",0.733265762
"834","LNa","LA0749","Y27","rep1",51.53256969
"835","LK","LA0749","Y27","rep1",1.045112782
"836","LeafSucculence","LA0749","Y27","rep1",NA
"837","LeafPerimeter","LA0749","Y27","rep1",NA
"838","LeafVertLength","LA0749","Y27","rep1",NA
"839","LeafHorizWidth","LA0749","Y27","rep1",NA
"840","LeafElongationFactor","LA0749","Y27","rep1",NA
"841","DG","LA0927","Y28","rep1",6
"842","DL4","LA0927","Y28","rep1",12
"843","DH","LA0927","Y28","rep1",11
"844","LN","LA0927","Y28","rep1",0.666666667
"845","RL","LA0927","Y28","rep1",0.494845361
"846","SL","LA0927","Y28","rep1",0.947368421
"847","ST","LA0927","Y28","rep1",0.602941176
"848","RFM","LA0927","Y28","rep1",0.137831919
"849","SFM","LA0927","Y28","rep1",0.314646424
"850","TFM","LA0927","Y28","rep1",0.282993286
"851","RDM","LA0927","Y28","rep1",0.294493216
"852","SDM","LA0927","Y28","rep1",0.36289445
"853","TDM","LA0927","Y28","rep1",0.334242029
"854","WC","LA0927","Y28","rep1",0.27920033
"855","WCn","LA0927","Y28","rep1",7.586220234
"856","GPI","LA0927","Y28","rep1",1.226171244
"857","GPF","LA0927","Y28","rep1",0.388586647
"858","dGP","LA0927","Y28","rep1",0.268206197
"859","L4FM","LA0927","Y28","rep1",0.236860682
"860","L4DM","LA0927","Y28","rep1",0.269461078
"861","L4A","LA0927","Y28","rep1",0.33227442
"862","RNa","LA0927","Y28","rep1",NA
"863","RK","LA0927","Y28","rep1",0.449310135
"864","LNa","LA0927","Y28","rep1",26.77693903
"865","LK","LA0927","Y28","rep1",0.681058849
"866","LeafSucculence","LA0927","Y28","rep1",0.701069926
"867","LeafPerimeter","LA0927","Y28","rep1",0.406350285
"868","LeafVertLength","LA0927","Y28","rep1",0.456792675
"869","LeafHorizWidth","LA0927","Y28","rep1",0.646647
"870","LeafElongationFactor","LA0927","Y28","rep1",1.415513412
"871","DG","LA0929","Y29","rep1",6
"872","DL4","LA0929","Y29","rep1",15
"873","DH","LA0929","Y29","rep1",11
"874","LN","LA0929","Y29","rep1",0.333333333
"875","RL","LA0929","Y29","rep1",0.714285714
"876","SL","LA0929","Y29","rep1",0.545454545
"877","ST","LA0929","Y29","rep1",0.423913043
"878","RFM","LA0929","Y29","rep1",0.216530562
"879","SFM","LA0929","Y29","rep1",0.339022846
"880","TFM","LA0929","Y29","rep1",0.317495868
"881","RDM","LA0929","Y29","rep1",NA
"882","SDM","LA0929","Y29","rep1",0.403527525
"883","TDM","LA0929","Y29","rep1",0.263422171
"884","WC","LA0929","Y29","rep1",0.320721676
"885","WCn","LA0929","Y29","rep1",0.887819794
"886","GPI","LA0929","Y29","rep1",1.298847396
"887","GPF","LA0929","Y29","rep1",0.474945255
"888","dGP","LA0929","Y29","rep1",0.312789469
"889","L4FM","LA0929","Y29","rep1",0.268772434
"890","L4DM","LA0929","Y29","rep1",0.275362319
"891","L4A","LA0929","Y29","rep1",0.294114975
"892","RNa","LA0929","Y29","rep1",23.25625541
"893","RK","LA0929","Y29","rep1",0.322984195
"894","LNa","LA0929","Y29","rep1",16.01521596
"895","LK","LA0929","Y29","rep1",0.41276711
"896","LeafSucculence","LA0929","Y29","rep1",0.911641321
"897","LeafPerimeter","LA0929","Y29","rep1",0.382633252
"898","LeafVertLength","LA0929","Y29","rep1",0.474355089
"899","LeafHorizWidth","LA0929","Y29","rep1",0.46800555
"900","LeafElongationFactor","LA0929","Y29","rep1",0.986590514
"901","DG","LA0930","Y30","rep1",4
"902","DL4","LA0930","Y30","rep1",21
"903","DH","LA0930","Y30","rep1",11
"904","LN","LA0930","Y30","rep1",NA
"905","RL","LA0930","Y30","rep1",NA
"906","SL","LA0930","Y30","rep1",NA
"907","ST","LA0930","Y30","rep1",NA
"908","RFM","LA0930","Y30","rep1",NA
"909","SFM","LA0930","Y30","rep1",NA
"910","TFM","LA0930","Y30","rep1",NA
"911","RDM","LA0930","Y30","rep1",NA
"912","SDM","LA0930","Y30","rep1",NA
"913","TDM","LA0930","Y30","rep1",NA
"914","WC","LA0930","Y30","rep1",NA
"915","WCn","LA0930","Y30","rep1",NA
"916","GPI","LA0930","Y30","rep1",1.608587311
"917","GPF","LA0930","Y30","rep1",0.035906185
"918","dGP","LA0930","Y30","rep1",-0.453772044
"919","L4FM","LA0930","Y30","rep1",NA
"920","L4DM","LA0930","Y30","rep1",NA
"921","L4A","LA0930","Y30","rep1",NA
"922","RNa","LA0930","Y30","rep1",NA
"923","RK","LA0930","Y30","rep1",NA
"924","LNa","LA0930","Y30","rep1",NA
"925","LK","LA0930","Y30","rep1",NA
"926","LeafSucculence","LA0930","Y30","rep1",NA
"927","LeafPerimeter","LA0930","Y30","rep1",NA
"928","LeafVertLength","LA0930","Y30","rep1",NA
"929","LeafHorizWidth","LA0930","Y30","rep1",NA
"930","LeafElongationFactor","LA0930","Y30","rep1",NA
"931","DG","LA0932","Y31","rep1",3
"932","DL4","LA0932","Y31","rep1",12
"933","DH","LA0932","Y31","rep1",NA
"934","LN","LA0932","Y31","rep1",0.333333333
"935","RL","LA0932","Y31","rep1",0.14159292
"936","SL","LA0932","Y31","rep1",0.206349206
"937","ST","LA0932","Y31","rep1",NA
"938","RFM","LA0932","Y31","rep1",0.050992792
"939","SFM","LA0932","Y31","rep1",0.065002597
"940","TFM","LA0932","Y31","rep1",0.062542351
"941","RDM","LA0932","Y31","rep1",0.146359584
"942","SDM","LA0932","Y31","rep1",0.157458564
"943","TDM","LA0932","Y31","rep1",0.140839802
"944","WC","LA0932","Y31","rep1",0.058393907
"945","WCn","LA0932","Y31","rep1",-1.876862363
"946","GPI","LA0932","Y31","rep1",1.06758824
"947","GPF","LA0932","Y31","rep1",0.071751239
"948","dGP","LA0932","Y31","rep1",-0.006320361
"949","L4FM","LA0932","Y31","rep1",0.070089454
"950","L4DM","LA0932","Y31","rep1",0.091535034
"951","L4A","LA0932","Y31","rep1",0.073972318
"952","RNa","LA0932","Y31","rep1",16.5614981
"953","RK","LA0932","Y31","rep1",0.730071105
"954","LNa","LA0932","Y31","rep1",21.66843863
"955","LK","LA0932","Y31","rep1",0.719838215
"956","LeafSucculence","LA0932","Y31","rep1",0.920708397
"957","LeafPerimeter","LA0932","Y31","rep1",0.157618725
"958","LeafVertLength","LA0932","Y31","rep1",0.240741585
"959","LeafHorizWidth","LA0932","Y31","rep1",0.248139935
"960","LeafElongationFactor","LA0932","Y31","rep1",1.030715086
"961","DG","LA1035","Y32","rep1",3
"962","DL4","LA1035","Y32","rep1",12
"963","DH","LA1035","Y32","rep1",11
"964","LN","LA1035","Y32","rep1",0.333333333
"965","RL","LA1035","Y32","rep1",1.345454545
"966","SL","LA1035","Y32","rep1",NA
"967","ST","LA1035","Y32","rep1",0.313364055
"968","RFM","LA1035","Y32","rep1",0.049280312
"969","SFM","LA1035","Y32","rep1",0.07429998
"970","TFM","LA1035","Y32","rep1",0.068581404
"971","RDM","LA1035","Y32","rep1",0.164689463
"972","SDM","LA1035","Y32","rep1",0.192482083
"973","TDM","LA1035","Y32","rep1",0.153641777
"974","WC","LA1035","Y32","rep1",0.064403485
"975","WCn","LA1035","Y32","rep1",-2.332593502
"976","GPI","LA1035","Y32","rep1",1.112939678
"977","GPF","LA1035","Y32","rep1",0.115406784
"978","dGP","LA1035","Y32","rep1",0.039606448
"979","L4FM","LA1035","Y32","rep1",0.057138404
"980","L4DM","LA1035","Y32","rep1",0.047258979
"981","L4A","LA1035","Y32","rep1",0.072778504
"982","RNa","LA1035","Y32","rep1",23.57736916
"983","RK","LA1035","Y32","rep1",2.369589249
"984","LNa","LA1035","Y32","rep1",21.40737065
"985","LK","LA1035","Y32","rep1",1.01533661
"986","LeafSucculence","LA1035","Y32","rep1",0.797298051
"987","LeafPerimeter","LA1035","Y32","rep1",0.123191934
"988","LeafVertLength","LA1035","Y32","rep1",0.232519084
